Rain Fall (mm),Fertilizer,Temperature,Nitrogen (N),Phosphorus (P),Potassium (K),Yeild (Q/acre),Crop Type,NPK_Total,Rain_Fertilizer,Temp_NPK,Rainfall_Category,Yield_Category,Crop_Type_Encoded
1.0816134952115826,-0.05952633457399735,-0.10075367958562559,-0.17441667465539598,0.2804785566615956,0.7492517598190023,10.0,Soybean,116,89425,3364,Very High,Medium,4
-1.4784580669173595,-1.6936202288472781,1.2827916936932764,-1.1149956651047386,-0.9047925013118997,0.5054398679430467,9.0,Barley,102,22500,3774,Low,Medium,0
1.1641964488286451,-0.2726690164357296,-0.9654695378849394,-0.5271337960738994,0.04342434506689656,0.26162797606709115,10.0,Barley,110,87500,2640,Very High,Medium,0
-1.6436239741514849,-0.9831446226415038,1.628678037013002,-1.7028575341355776,-0.9047925013118997,-0.46980769956077545,6.0,Barley,93,24000,3627,Low,Low,0
1.1641964488286451,0.4378065897700446,-0.27369685124548837,0.6485899419877789,0.5175327682562947,0.7492517598190023,12.0,Sorghum,124,100000,3472,Very High,High,3
-1.6271073834280723,-1.338382425744391,1.1098485220334138,-1.7028575341355776,-0.1936298665278025,-0.22599580768481992,7.0,Rice,97,22275,3492,Low,Low,2
0.9990305415945199,-0.13057389519457477,-0.10075367958562559,-0.17441667465539598,-0.1936298665278025,0.5054398679430467,10.0,Barley,113,86400,3277,High,Medium,0
0.8338646343603946,0.4378065897700446,-0.6195831945652139,0.06072807295693968,-0.1936298665278025,0.7492517598190023,11.0,Corn,116,92000,3016,High,High,1
-1.395875113300297,-1.338382425744391,1.628678037013002,-1.5852851603294098,-0.9047925013118997,-0.22599580768481992,6.0,Corn,95,26125,3705,Low,Low,1
1.2467794024457077,0.1536163472877349,-0.6195831945652139,0.06072807295693968,0.5175327682562947,0.5054398679430467,11.0,Wheat,118,96900,3068,Very High,High,5
-1.4784580669173595,-1.338382425744391,1.4557348653531392,-1.1149956651047386,-0.6677382897172006,0.017816084191135624,7.0,Rice,101,24750,3838,Low,Low,2
0.9990305415945199,-0.05952633457399735,-0.10075367958562559,-0.17441667465539598,0.2804785566615956,0.7492517598190023,10.0,Wheat,116,87600,3364,High,Medium,5
-1.313292159683234,-1.6936202288472781,1.2827916936932764,-1.1149956651047386,-0.9047925013118997,0.5054398679430467,9.0,Corn,102,25000,3774,Low,Medium,1
1.3293623560627705,-0.2726690164357296,-0.9654695378849394,-0.5271337960738994,0.04342434506689656,0.26162797606709115,10.0,Corn,110,91000,2640,Very High,Medium,1
-1.561041020534422,-0.9831446226415038,1.628678037013002,-1.7028575341355776,-0.9047925013118997,-0.46980769956077545,6.0,Soybean,93,25500,3627,Low,Low,4
1.1641964488286451,0.08256878666715749,-0.6195831945652139,0.06072807295693968,0.04342434506689656,0.5054398679430467,12.0,Barley,116,93750,3016,Very High,High,0
-1.5114912483641845,-1.1252397438826587,1.2827916936932764,-0.9974232912985708,0.04342434506689656,0.26162797606709115,8.0,Corn,106,25520,3922,Low,Low,1
1.2467794024457077,0.29571146852888974,-0.27369685124548837,0.29587282056927533,0.2804785566615956,0.9930636516949578,11.0,Sorghum,121,99450,3388,Very High,High,3
-1.6271073834280723,-1.338382425744391,1.1098485220334138,-1.7028575341355776,-0.1936298665278025,-0.22599580768481992,7.0,Sorghum,97,22275,3492,Low,Low,3
0.9164475879774572,0.29571146852888974,-0.27369685124548837,0.06072807295693968,0.2804785566615956,1.2368755435709133,11.0,Wheat,120,91650,3360,High,High,5
-1.6105907927046597,-0.9831446226415038,1.628678037013002,-1.1149956651047386,-0.9047925013118997,-0.46980769956077545,6.0,Wheat,98,24600,3822,Low,Low,5
1.1641964488286451,0.4378065897700446,-0.6195831945652139,0.4134451943754432,0.2804785566615956,0.5054398679430467,11.0,Barley,120,100000,3120,Very High,High,0
-1.4454248854705345,-1.338382425744391,1.4557348653531392,-1.5852851603294098,-0.4306840781225016,0.26162797606709115,7.0,Barley,99,25300,3762,Low,Low,0
1.2467794024457077,0.1536163472877349,-0.6195831945652139,0.06072807295693968,0.5175327682562947,0.5054398679430467,11.0,Soybean,118,96900,3068,Very High,High,4
-1.494974657640772,-0.9831446226415038,1.4557348653531392,-0.7622785436862352,0.04342434506689656,0.26162797606709115,8.0,Rice,108,26700,4104,Low,Low,2
1.06509690448817,0.22466390790831234,-0.10075367958562559,0.06072807295693968,0.04342434506689656,0.5054398679430467,10.0,Wheat,116,93940,3364,Very High,Medium,5
-1.4784580669173595,-1.6936202288472781,1.2827916936932764,-1.7028575341355776,-0.9047925013118997,-0.46980769956077545,6.0,Barley,93,22500,3441,Low,Low,0
1.0816134952115826,0.3667590291494672,-0.9654695378849394,0.5310175681816109,0.04342434506689656,0.5054398679430467,11.0,Wheat,120,96775,2880,Very High,High,5
-1.5445244298110097,-0.6279068195386167,1.628678037013002,-1.1149956651047386,-0.6677382897172006,-0.22599580768481992,6.0,Barley,100,27950,3900,Low,Low,0
1.2467794024457077,0.22466390790831234,-0.4466400229053511,0.4134451943754432,-0.1936298665278025,0.7492517598190023,11.0,Corn,119,98175,3213,Very High,High,1
-1.6436239741514849,-1.5515251076061232,1.4557348653531392,-1.2325680389109064,-0.6677382897172006,-0.46980769956077545,6.5,Wheat,98,20800,3724,Low,Low,5
1.1476798581052325,0.29571146852888974,-0.4466400229053511,0.4134451943754432,0.04342434506689656,0.5054398679430467,10.0,Corn,119,97110,3213,Very High,Medium,1
-1.4619414761939469,-1.1252397438826587,1.2827916936932764,-1.5852851603294098,-0.1936298665278025,0.26162797606709115,7.5,Wheat,100,26390,3700,Low,Low,5
1.2632959931691203,-0.05952633457399735,-0.27369685124548837,0.06072807295693968,0.5175327682562947,0.5054398679430467,11.0,Rice,118,93440,3304,Very High,High,2
-1.395875113300297,-0.841049501400349,1.2827916936932764,-0.7622785436862352,0.04342434506689656,0.26162797606709115,9.0,Soybean,108,29450,3996,Low,Medium,4
1.3293623560627705,0.3667590291494672,-0.27369685124548837,0.29587282056927533,0.2804785566615956,0.5054398679430467,10.0,Sorghum,119,102700,3332,Very High,Medium,3
-1.561041020534422,-1.338382425744391,1.1098485220334138,-1.1149956651047386,-0.6677382897172006,-0.46980769956077545,7.0,Sorghum,99,23375,3564,Low,Low,3
0.9164475879774572,0.22466390790831234,-0.7925263662250767,0.06072807295693968,0.04342434506689656,0.5054398679430467,11.0,Sorghum,116,90475,2900,High,High,3
-1.561041020534422,-0.2726690164357296,1.628678037013002,-0.5271337960738994,-0.4306840781225016,-0.22599580768481992,6.5,Corn,106,29750,4134,Low,Low,1
0.9990305415945199,0.08256878666715749,-0.4466400229053511,0.5310175681816109,-0.1936298665278025,0.7492517598190023,11.0,Barley,120,90000,3240,High,High,0
-1.4784580669173595,-1.2673348651238134,1.8016212086728647,-0.879850917492403,-0.9047925013118997,-0.46980769956077545,7.0,Sorghum,100,25200,4000,Low,Low,3
0.9990305415945199,0.08256878666715749,-0.4466400229053511,0.17830044676310752,-0.1936298665278025,0.5054398679430467,11.0,Rice,116,90000,3132,High,High,2
-1.6105907927046597,-1.338382425744391,1.4557348653531392,-0.7622785436862352,-0.4306840781225016,-0.22599580768481992,7.0,Sorghum,104,22550,3952,Low,Low,3
1.1641964488286451,0.08256878666715749,-0.4466400229053511,0.06072807295693968,0.2804785566615956,0.7492517598190023,11.0,Wheat,118,93750,3186,Very High,High,5
-1.395875113300297,-0.9831446226415038,1.2827916936932764,-1.3501404127170742,-0.4306840781225016,0.26162797606709115,7.0,Corn,101,28500,3737,Low,Low,1
1.0816134952115826,0.08256878666715749,-0.10075367958562559,0.29587282056927533,0.2804785566615956,0.5054398679430467,10.0,Wheat,119,91875,3451,Very High,Medium,5
-1.4619414761939469,-0.9831446226415038,1.4557348653531392,-1.1149956651047386,-0.4306840781225016,-0.22599580768481992,8.5,Wheat,101,27300,3838,Low,Medium,5
1.1476798581052325,0.22466390790831234,-0.4466400229053511,0.06072807295693968,0.04342434506689656,0.7492517598190023,9.5,Wheat,117,95865,3159,Very High,Medium,5
-1.4784580669173595,-1.0541921832620813,1.8016212086728647,-0.879850917492403,-0.9047925013118997,-0.22599580768481992,7.5,Soybean,101,26550,4040,Low,Low,4
0.9990305415945199,0.3667590291494672,-0.4466400229053511,0.29587282056927533,0.2804785566615956,0.7492517598190023,10.5,Soybean,120,94800,3240,High,High,4
-1.395875113300297,-0.13057389519457477,1.1098485220334138,-0.4095614222677316,-0.1936298665278025,0.017816084191135624,7.0,Barley,109,34200,3924,Low,Low,0
1.2467794024457077,0.22466390790831234,-0.27369685124548837,0.17830044676310752,0.04342434506689656,0.5054398679430467,10.0,Corn,117,98175,3276,Very High,Medium,1
-1.395875113300297,-1.1252397438826587,1.628678037013002,-0.7622785436862352,-0.6677382897172006,-0.22599580768481992,7.5,Rice,103,27550,4017,Low,Low,2
1.3293623560627705,0.4378065897700446,-0.27369685124548837,0.6485899419877789,0.5175327682562947,0.7492517598190023,12.0,Rice,124,104000,3472,Very High,High,2
-1.6436239741514849,-1.6936202288472781,1.8016212086728647,-1.7028575341355776,-0.9047925013118997,-0.46980769956077545,6.0,Rice,93,20000,3720,Low,Low,2
0.9164475879774572,-0.2726690164357296,-0.27369685124548837,-0.5271337960738994,0.04342434506689656,0.5054398679430467,10.0,Wheat,111,82250,3108,High,Medium,5
-1.494974657640772,-0.6279068195386167,1.628678037013002,-1.1149956651047386,-0.1936298665278025,0.5054398679430467,7.5,Soybean,105,28925,4095,Low,Low,4
0.9990305415945199,0.22466390790831234,-0.10075367958562559,0.17830044676310752,0.04342434506689656,0.5054398679430467,9.5,Corn,117,92400,3393,High,Medium,1
-1.4784580669173595,-0.6279068195386167,1.4557348653531392,-1.7028575341355776,-0.4306840781225016,-0.22599580768481992,8.0,Wheat,96,29250,3648,Low,Low,5
1.0816134952115826,0.08256878666715749,-0.27369685124548837,0.5310175681816109,-0.1936298665278025,0.5054398679430467,9.5,Soybean,119,91875,3332,Very High,Medium,4
-1.4784580669173595,-0.6279068195386167,1.628678037013002,-0.5271337960738994,-0.4306840781225016,0.5054398679430467,8.5,Soybean,109,29250,4251,Low,Medium,4
1.3293623560627705,0.1536163472877349,-0.27369685124548837,0.29587282056927533,0.04342434506689656,0.7492517598190023,9.0,Sorghum,119,98800,3332,Very High,Medium,3
-1.4784580669173595,-0.2726690164357296,1.1098485220334138,-0.2919890484615638,0.7545869798509938,0.26162797606709115,8.0,Sorghum,115,31500,4140,Low,Low,3
1.1641964488286451,0.22466390790831234,-0.27369685124548837,0.17830044676310752,0.04342434506689656,0.5054398679430467,10.0,Corn,117,96250,3276,Very High,Medium,1
-1.395875113300297,-0.9831446226415038,1.628678037013002,-0.5271337960738994,-0.4306840781225016,0.017816084191135624,8.0,Corn,107,28500,4173,Low,Low,1
0.9990305415945199,0.08256878666715749,-0.27369685124548837,0.29587282056927533,0.2804785566615956,0.5054398679430467,11.0,Corn,119,90000,3332,High,High,1
-1.6105907927046597,-1.5515251076061232,1.8016212086728647,-1.467712786523242,-0.6677382897172006,-0.22599580768481992,6.5,Wheat,97,21320,3880,Low,Low,5
1.0816134952115826,0.08256878666715749,-0.27369685124548837,0.06072807295693968,0.2804785566615956,0.7492517598190023,11.0,Barley,118,91875,3304,Very High,High,0
-1.4454248854705345,-0.9831446226415038,1.628678037013002,-1.7028575341355776,-0.4306840781225016,-0.22599580768481992,7.0,Corn,96,27600,3744,Low,Low,1
0.8338646343603946,0.29571146852888974,-0.10075367958562559,0.29587282056927533,-0.1936298665278025,0.26162797606709115,9.0,Sorghum,116,89700,3364,High,Medium,3
-1.395875113300297,-0.6279068195386167,1.4557348653531392,-1.7028575341355776,-0.4306840781225016,-0.22599580768481992,8.0,Barley,96,30875,3648,Low,Low,0
1.1641964488286451,0.22466390790831234,-0.27369685124548837,0.4134451943754432,0.2804785566615956,0.7492517598190023,9.0,Wheat,121,96250,3388,Very High,Medium,5
-1.561041020534422,-0.9831446226415038,1.628678037013002,-1.1149956651047386,-0.6677382897172006,0.017816084191135624,6.5,Barley,101,25500,3939,Low,Low,0
1.06509690448817,0.3667590291494672,-0.27369685124548837,0.29587282056927533,0.2804785566615956,0.9930636516949578,10.5,Rice,121,96380,3388,Very High,High,2
-1.3793585225768843,-0.6279068195386167,1.1098485220334138,-0.7622785436862352,-0.1936298665278025,-0.22599580768481992,7.0,Barley,105,31200,3780,Low,Low,0
-1.3066855233938692,1.7166626809404382,-1.6572422245243905,-1.7028575341355776,-0.9047925013118997,1.4806874354468689,10.2,Barley,101,49196,2020,Low,High,0
-0.20668058121459476,0.011521226046580067,0.9369053503735509,-0.2919890484615638,0.9916411914456928,0.26162797606709115,10.4,Sorghum,116,61790,4060,Medium,High,3
1.1972296302754701,0.5799017110111995,0.4180758353939627,0.6485899419877789,0.04342434506689656,-1.4450552670645975,8.6,Barley,113,103320,3616,Very High,Medium,0
-0.7517280750872082,0.9351395141140866,-0.10075367958562559,1.236451811018618,-1.3789009245012978,-0.713619591436731,8.5,Sorghum,115,58290,3335,Medium,Medium,3
-1.293472250815139,-1.338382425744391,0.24513266373409992,0.29587282056927533,0.2804785566615956,-0.46980769956077545,13.3,Wheat,115,27830,3565,Low,Very High,5
-1.4090883858790269,1.361424877837551,-1.4842990528645277,-0.2919890484615638,1.2286954030403918,-0.22599580768481992,12.9,Soybean,115,43803,2415,Low,Very High,4
0.6686987271262693,1.4324724384581284,-1.3113558812046648,0.6485899419877789,1.465749614635091,-0.713619591436731,8.1,Corn,122,103400,2684,High,Medium,1
-1.5775576112578347,0.508854150390622,-0.10075367958562559,0.6485899419877789,-0.4306840781225016,0.26162797606709115,14.1,Rice,118,34020,3422,Low,Very High,2
0.38461336668357377,1.4324724384581284,-1.4842990528645277,0.29587282056927533,0.2804785566615956,-1.688867158940553,14.5,Rice,110,95316,2310,High,Very High,2
-1.2439224786449015,1.5745675596992834,0.4180758353939627,-1.2325680389109064,0.04342434506689656,-0.22599580768481992,8.3,Wheat,102,50016,3264,Low,Medium,5
-0.10427771872943707,-0.2726690164357296,0.4180758353939627,-0.2919890484615638,1.70280382622979,0.5054398679430467,8.5,Corn,120,60620,3840,Medium,Medium,1
-0.9367138911894285,-0.6279068195386167,1.2827916936932764,-1.3501404127170742,1.70280382622979,-0.22599580768481992,10.1,Corn,108,39910,3996,Medium,High,1
-0.5535289864062578,-0.2726690164357296,-1.3113558812046648,0.17830044676310752,-0.1936298665278025,-0.9574314833126866,14.4,Wheat,110,51100,2420,Medium,Very High,5
-0.13070426388689713,-0.9831446226415038,-0.6195831945652139,-1.467712786523242,1.2286954030403918,0.26162797606709115,13.8,Corn,107,51480,2782,Medium,Very High,1
-1.3562352955641068,0.8640919534935091,0.5910190070538255,0.17830044676310752,1.465749614635091,1.4806874354468689,6.0,Soybean,127,41882,4191,Low,Low,4
-0.4147896243295926,0.7930443928729317,1.628678037013002,1.4715965586309536,-1.615955136095997,0.9930636516949578,8.9,Wheat,123,65620,4797,Medium,Medium,5
-1.3165954778279167,0.7219968322523542,1.1098485220334138,-0.5271337960738994,1.465749614635091,0.7492517598190023,10.5,Soybean,118,41916,4248,Low,High,4
1.2335661298669778,-0.41476413767688447,0.24513266373409992,0.6485899419877789,0.9916411914456928,-0.713619591436731,10.0,Corn,120,86428,3720,Very High,Medium,1
0.5464759557730166,-0.34371657705630704,0.9369053503735509,0.5310175681816109,-1.1418467129065988,-0.9574314833126866,6.9,Wheat,109,73347,3815,High,Low,5
-1.214192615342759,-0.4858116982974619,0.24513266373409992,0.8837346896001145,0.7545869798509938,1.2368755435709133,13.6,Corn,129,35510,3999,Low,Very High,1
0.5398693194836516,1.5745675596992834,0.7639621787136882,0.6485899419877789,1.465749614635091,-0.22599580768481992,11.8,Wheat,124,101856,4216,High,High,5
-0.626201985589273,1.1482821959758187,-0.10075367958562559,1.236451811018618,-1.3789009245012978,-0.9574314833126866,13.4,Corn,114,63720,3306,Medium,Very High,1
0.8966276791093621,1.7166626809404382,-0.6195831945652139,1.7067413062432892,-0.6677382897172006,1.7244993273228244,13.6,Soybean,132,114562,3432,High,Very High,4
-0.5105858505253853,-0.7700019407797716,1.628678037013002,-1.3501404127170742,1.70280382622979,-1.201243375188642,12.5,Soybean,104,46809,4056,Medium,Very High,4
-0.021694765112374427,-0.6989543801591941,-0.9654695378849394,-1.5852851603294098,-0.6677382897172006,0.26162797606709115,9.4,Corn,98,57024,2352,Medium,Medium,1
-0.2793535803976099,0.4378065897700446,-1.6572422245243905,0.5310175681816109,-0.6677382897172006,0.7492517598190023,11.1,Wheat,118,65040,2360,Medium,High,5
1.0155471323179324,-1.6936202288472781,1.1098485220334138,0.06072807295693968,-0.9047925013118997,0.017816084191135624,6.6,Rice,110,60250,3960,Very High,Low,2
-0.37184648844872004,-1.5515251076061232,-1.3113558812046648,1.4715965586309536,-0.6677382897172006,-1.688867158940553,11.7,Soybean,116,40820,2552,Medium,High,4
-1.012690208517126,-0.6279068195386167,0.4180758353939627,0.29587282056927533,-1.1418467129065988,-0.22599580768481992,6.8,Soybean,110,38415,3520,Low,Low,4
1.5110448540203083,-0.13057389519457477,0.5910190070538255,-0.879850917492403,0.9916411914456928,0.26162797606709115,11.9,Sorghum,111,97560,3663,Very High,High,3
-0.7319081662191131,-0.9831446226415038,1.2827916936932764,-1.467712786523242,-1.615955136095997,0.017816084191135624,7.3,Rice,94,40560,3478,Medium,Low,2
-1.115093071002284,-0.9120970620209264,-1.1384127095448022,-0.7622785436862352,-0.6677382897172006,0.017816084191135624,6.2,Corn,104,34160,2392,Low,Low,1
-0.1274009457422146,-1.0541921832620813,1.2827916936932764,1.5891689324371214,1.2286954030403918,1.2368755435709133,6.7,Wheat,137,50681,5069,Medium,Low,5
-0.6096853948658605,0.508854150390622,-0.9654695378849394,0.5310175681816109,0.2804785566615956,-0.46980769956077545,5.0,Sorghum,117,57753,2808,Medium,Low,3
-1.5742542931131522,-0.6279068195386167,0.9369053503735509,1.5891689324371214,1.2286954030403918,0.7492517598190023,12.2,Corn,135,27365,4725,Low,Very High,1
-0.8111878016914933,-1.196287304503236,-1.6572422245243905,-1.1149956651047386,0.2804785566615956,-0.9574314833126866,12.3,Barley,101,37164,2020,Medium,Very High,0
0.8239546799263471,0.9351395141140866,0.5910190070538255,-0.6447061698800672,-0.9047925013118997,0.017816084191135624,10.1,Soybean,104,99789,3432,High,High,4
1.1840163576967402,-0.9120970620209264,0.7639621787136882,0.6485899419877789,-1.1418467129065988,-1.201243375188642,6.6,Barley,109,76616,3706,Very High,Low,0
0.20623418687071848,-0.05952633457399735,-0.27369685124548837,-0.6447061698800672,-1.615955136095997,1.2368755435709133,5.8,Soybean,106,70080,2968,High,Low,4
-0.07785117357197703,0.22466390790831234,0.7639621787136882,-0.2919890484615638,-1.3789009245012978,0.26162797606709115,5.2,Soybean,106,67298,3604,Medium,Low,4
-1.4520315217598994,-1.196287304503236,1.1098485220334138,0.17830044676310752,0.04342434506689656,1.2368755435709133,6.7,Barley,120,26106,4320,Low,Low,0
0.04106827963659318,0.22466390790831234,-1.1384127095448022,-0.7622785436862352,-1.615955136095997,-1.4450552670645975,13.9,Barley,94,70070,2162,High,Very High,0
0.6059356823773017,0.7930443928729317,0.24513266373409992,0.17830044676310752,0.04342434506689656,-1.4450552670645975,7.4,Corn,109,91885,3379,High,Low,1
-0.07454785542729452,0.08256878666715749,-0.9654695378849394,1.0013070634062824,1.2286954030403918,0.9930636516949578,8.5,Sorghum,131,65625,3144,Medium,Medium,3
0.6653954089815868,-1.196287304503236,-0.9654695378849394,-0.7622785436862352,-0.1936298665278025,1.2368755435709133,6.1,Sorghum,111,62643,2664,High,Low,3
1.5771112169139583,1.7877102415610155,0.07218949207423717,-0.7622785436862352,1.70280382622979,1.7244993273228244,7.2,Barley,121,136125,3630,Very High,Low,0
0.9395708149902348,0.22466390790831234,-0.7925263662250767,-1.7028575341355776,0.04342434506689656,0.9930636516949578,10.2,Corn,103,91014,2575,High,High,1
-1.0192968448064912,0.22466390790831234,-0.6195831945652139,-1.5852851603294098,0.9916411914456928,-0.22599580768481992,11.1,Sorghum,103,45353,2678,Low,High,3
1.5176514903096732,0.8640919534935091,0.5910190070538255,1.4715965586309536,-0.4306840781225016,0.9930636516949578,7.5,Corn,128,116702,4224,Very High,Low,1
0.6224522731007142,1.1482821959758187,0.07218949207423717,0.06072807295693968,0.9916411914456928,0.5054398679430467,5.6,Corn,120,97740,3600,High,Low,1
1.5176514903096732,0.7930443928729317,0.4180758353939627,1.5891689324371214,1.465749614635091,-0.9574314833126866,8.9,Soybean,129,115345,4128,Very High,Medium,4
0.2128408231600835,0.1536163472877349,-1.4842990528645277,-1.7028575341355776,1.70280382622979,0.5054398679430467,7.3,Sorghum,108,73112,2268,High,Low,3
1.2467794024457077,-0.5568592589180393,-0.6195831945652139,-0.6447061698800672,1.70280382622979,0.017816084191135624,7.2,Sorghum,115,84150,2990,Very High,Low,3
0.22605409573881352,-1.1252397438826587,1.628678037013002,0.29587282056927533,0.2804785566615956,0.26162797606709115,14.6,Soybean,118,56028,4602,High,Very High,4
-0.8409176649936358,0.5799017110111995,-1.1384127095448022,1.236451811018618,-1.1418467129065988,-0.22599580768481992,11.2,Barley,118,52726,2714,Medium,High,0
1.1014334040796776,-0.34371657705630704,-0.4466400229053511,1.4715965586309536,0.5175327682562947,-0.713619591436731,10.6,Soybean,125,84939,3375,Very High,High,4
0.02124837076849815,-0.841049501400349,1.628678037013002,-0.879850917492403,-0.9047925013118997,0.017816084191135624,9.2,Sorghum,102,56048,3978,High,Medium,3
-1.214192615342759,0.22466390790831234,1.4557348653531392,0.6485899419877789,1.2286954030403918,-0.9574314833126866,9.3,Sorghum,120,40810,4560,Low,Medium,3
-0.044817992125151966,1.6456151203198608,0.4180758353939627,1.4715965586309536,-0.4306840781225016,-1.4450552670645975,10.4,Barley,118,85748,3776,Medium,High,0
1.0584902681988049,0.29571146852888974,0.5910190070538255,-0.5271337960738994,0.04342434506689656,0.7492517598190023,12.0,Soybean,112,95004,3696,Very High,High,4
0.490319547313414,-0.841049501400349,-0.10075367958562559,0.8837346896001145,-0.6677382897172006,1.7244993273228244,12.0,Wheat,125,64852,3625,High,High,5
-1.5775576112578347,1.5035199990787058,0.07218949207423717,-1.5852851603294098,-1.1418467129065988,0.9930636516949578,6.7,Wheat,99,39900,2970,Low,Low,5
1.1311632673818202,0.7219968322523542,-1.4842990528645277,-0.879850917492403,-0.4306840781225016,-0.46980769956077545,10.0,Barley,102,104160,2142,Very High,Medium,0
-1.095273162134189,-1.338382425744391,-0.27369685124548837,1.3540241848247858,-0.9047925013118997,0.26162797606709115,9.1,Soybean,122,31130,3416,Low,Medium,4
-0.7418181206531607,-0.4858116982974619,1.1098485220334138,0.7661623157939467,0.2804785566615956,-1.688867158940553,13.7,Soybean,114,45091,4104,Medium,Very High,4
-0.365239852159355,-1.4094299863649684,-1.3113558812046648,-0.879850917492403,1.2286954030403918,0.7492517598190023,11.3,Corn,114,42498,2508,Medium,High,1
0.3383669126580187,1.5745675596992834,-0.7925263662250767,0.17830044676310752,-1.1418467129065988,0.5054398679430467,10.3,Sorghum,112,96000,2800,High,High,3
-0.6030787585764954,0.011521226046580067,-0.9654695378849394,-0.056844300849228147,-0.9047925013118997,0.9930636516949578,6.2,Rice,113,52910,2712,Medium,Low,2
-1.6006808382706121,-1.6225726682267005,-0.9654695378849394,0.17830044676310752,-0.1936298665278025,-0.22599580768481992,11.1,Barley,113,21063,2712,Low,High,0
-0.8475243012830008,-1.0541921832620813,0.7639621787136882,1.4715965586309536,-0.1936298665278025,0.5054398679430467,6.2,Rice,127,37819,4318,Medium,Low,2
0.9197509061221397,0.3667590291494672,1.1098485220334138,0.8837346896001145,0.9916411914456928,0.26162797606709115,8.4,Rice,126,92904,4536,High,Medium,2
